Figure,Setting,Indicator,Group,Subgroup,Time,Start_Time,End_Time,Value,Measure
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,101,12/01/2021,12/07/2021,9.0,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,102,12/08/2021,12/14/2021,8.6,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,103,12/15/2021,12/21/2021,9.7,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,104,12/22/2021,12/28/2021,8.8,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,105,12/29/2021,01/04/2022,8.7,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,106,01/05/2022,01/11/2022,7.4,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,107,01/12/2022,01/18/2022,7.7,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,108,01/19/2022,01/25/2022,7.3,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,109,01/26/2022,02/01/2022,7.7,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,110,02/02/2022,02/08/2022,7.1,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,111,02/09/2022,02/15/2022,7.3,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,112,02/16/2022,02/22/2022,11.4,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,113,02/23/2022,03/01/2022,7.8,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,114,03/02/2022,03/08/2022,6.4,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,115,03/09/2022,03/15/2022,13.7,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,116,03/16/2022,03/22/2022,12.3,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,117,03/23/2022,03/29/2022,13.3,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,118,03/30/2022,04/05/2022,13.3,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,119,04/06/2022,04/12/2022,8.2,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,120,04/13/2022,04/19/2022,7.7,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,121,04/20/2022,04/26/2022,9.0,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,122,04/27/2022,05/03/2022,9.9,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,123,05/04/2022,05/10/2022,8.9,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,124,05/11/2022,05/17/2022,7.8,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,125,05/18/2022,05/24/2022,6.7,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,126,05/25/2022,05/31/2022,6.5,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,127,06/01/2022,06/07/2022,7.1,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,128,06/08/2022,06/14/2022,5.9,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,129,06/15/2022,06/21/2022,8.5,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,130,06/22/2022,06/28/2022,6.9,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,131,06/29/2022,07/05/2022,7.6,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,132,07/06/2022,07/12/2022,8.4,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,133,07/13/2022,07/19/2022,7.0,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,134,07/20/2022,07/26/2022,7.5,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,135,07/27/2022,08/02/2022,6.9,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,136,08/03/2022,08/09/2022,7.4,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,137,08/10/2022,08/16/2022,7.0,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,138,08/17/2022,08/23/2022,6.3,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,139,08/24/2022,08/30/2022,6.7,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,140,08/31/2022,09/06/2022,6.5,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,141,09/07/2022,09/13/2022,7.2,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,142,09/14/2022,09/20/2022,7.8,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,143,09/21/2022,09/27/2022,8.4,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,144,09/28/2022,10/04/2022,6.6,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,145,10/05/2022,10/11/2022,9.4,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,146,10/12/2022,10/18/2022,7.7,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,147,10/19/2022,10/25/2022,8.0,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,148,10/26/2022,11/01/2022,8.6,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,149,11/02/2022,11/08/2022,9.5,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,150,11/09/2022,11/15/2022,8.4,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,151,11/16/2022,11/22/2022,11.5,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,152,11/23/2022,11/29/2022,8.6,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,153,11/30/2022,12/06/2022,8.4,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,154,12/07/2022,12/13/2022,8.6,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,155,12/14/2022,12/20/2022,8.6,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,156,12/21/2022,12/27/2022,10.2,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,157,12/28/2022,01/03/2023,8.7,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,158,01/04/2023,01/10/2023,9.0,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,159,01/11/2023,01/17/2023,8.0,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,160,01/18/2023,01/24/2023,10.1,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,161,01/25/2023,01/31/2023,7.8,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,162,02/01/2023,02/07/2023,8.8,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,163,02/08/2023,02/14/2023,7.8,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,164,02/15/2023,02/21/2023,7.3,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,165,02/22/2023,02/28/2023,6.7,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,166,03/01/2023,03/07/2023,7.6,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,167,03/08/2023,03/14/2023,7.7,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,168,03/15/2023,03/21/2023,7.9,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,169,03/22/2023,03/28/2023,6.1,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,170,03/29/2023,04/04/2023,7.9,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,171,04/05/2023,04/11/2023,7.1,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,172,04/12/2023,04/18/2023,7.3,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,173,04/19/2023,04/25/2023,7.3,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,174,04/26/2023,05/02/2023,7.2,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,175,05/03/2023,05/09/2023,6.8,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,176,05/10/2023,05/16/2023,8.3,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,177,05/17/2023,05/23/2023,6.8,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,178,05/24/2023,05/30/2023,8.6,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,179,05/31/2023,06/06/2023,7.2,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,180,06/07/2023,06/13/2023,9.2,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,181,06/14/2023,06/20/2023,7.0,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,182,06/21/2023,06/27/2023,7.1,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,183,06/28/2023,07/04/2023,10.0,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,184,07/05/2023,07/11/2023,10.8,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,185,07/12/2023,07/18/2023,9.0,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,186,07/19/2023,07/25/2023,8.2,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,187,07/26/2023,08/01/2023,9.7,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,188,08/02/2023,08/08/2023,8.3,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,189,08/09/2023,08/15/2023,7.0,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,190,08/16/2023,08/22/2023,8.9,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Alive,191,08/23/2023,08/29/2023,8.2,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,12,03/18/2020,03/24/2020,11.6,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,13,03/25/2020,03/31/2020,10.3,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,14,04/01/2020,04/07/2020,10.5,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,15,04/08/2020,04/14/2020,10.3,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,16,04/15/2020,04/21/2020,11.7,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,17,04/22/2020,04/28/2020,11.1,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,18,04/29/2020,05/05/2020,13.9,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,19,05/06/2020,05/12/2020,12.1,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,20,05/13/2020,05/19/2020,10.7,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,21,05/20/2020,05/26/2020,13.5,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,22,05/27/2020,06/02/2020,13.9,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,23,06/03/2020,06/09/2020,17.0,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,24,06/10/2020,06/16/2020,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,25,06/17/2020,06/23/2020,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,26,06/24/2020,06/30/2020,15.9,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,27,07/01/2020,07/07/2020,13.2,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,28,07/08/2020,07/14/2020,13.8,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,29,07/15/2020,07/21/2020,11.2,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,30,07/22/2020,07/28/2020,14.0,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,31,07/29/2020,08/04/2020,12.8,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,32,08/05/2020,08/11/2020,10.8,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,33,08/12/2020,08/18/2020,15.2,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,34,08/19/2020,08/25/2020,14.1,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,35,08/26/2020,09/01/2020,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,36,09/02/2020,09/08/2020,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,37,09/09/2020,09/15/2020,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,38,09/16/2020,09/22/2020,9.9,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,39,09/23/2020,09/29/2020,13.7,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,40,09/30/2020,10/06/2020,15.3,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,41,10/07/2020,10/13/2020,13.6,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,42,10/14/2020,10/20/2020,18.7,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,43,10/21/2020,10/27/2020,11.7,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,44,10/28/2020,11/03/2020,14.0,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,45,11/04/2020,11/10/2020,16.0,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,46,11/11/2020,11/17/2020,12.4,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,47,11/18/2020,11/24/2020,12.5,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,48,11/25/2020,12/01/2020,13.1,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,49,12/02/2020,12/08/2020,11.7,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,50,12/09/2020,12/15/2020,11.1,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,51,12/16/2020,12/22/2020,11.3,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,52,12/23/2020,12/29/2020,11.8,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,53,12/30/2020,01/05/2021,11.8,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,54,01/06/2021,01/12/2021,11.4,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,55,01/13/2021,01/19/2021,11.6,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,56,01/20/2021,01/26/2021,9.6,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,57,01/27/2021,02/02/2021,13.6,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,58,02/03/2021,02/09/2021,11.4,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,59,02/10/2021,02/16/2021,9.3,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,60,02/17/2021,02/23/2021,13.5,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,61,02/24/2021,03/02/2021,10.9,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,62,03/03/2021,03/09/2021,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,63,03/10/2021,03/16/2021,13.4,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,64,03/17/2021,03/23/2021,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,65,03/24/2021,03/30/2021,11.7,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,66,03/31/2021,04/06/2021,14.5,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,67,04/07/2021,04/13/2021,14.1,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,68,04/14/2021,04/20/2021,14.5,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,69,04/21/2021,04/27/2021,12.4,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,70,04/28/2021,05/04/2021,13.6,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,71,05/05/2021,05/11/2021,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,72,05/12/2021,05/18/2021,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,73,05/19/2021,05/25/2021,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,74,05/26/2021,06/01/2021,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,75,06/02/2021,06/08/2021,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,76,06/09/2021,06/15/2021,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,77,06/16/2021,06/22/2021,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,78,06/23/2021,06/29/2021,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,79,06/30/2021,07/06/2021,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,80,07/07/2021,07/13/2021,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,81,07/14/2021,07/20/2021,16.1,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,82,07/21/2021,07/27/2021,15.3,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,83,07/28/2021,08/03/2021,20.2,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,84,08/04/2021,08/10/2021,18.0,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,85,08/11/2021,08/17/2021,14.8,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,86,08/18/2021,08/24/2021,15.7,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,87,08/25/2021,08/31/2021,12.7,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,88,09/01/2021,09/07/2021,14.3,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,89,09/08/2021,09/14/2021,12.8,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,90,09/15/2021,09/21/2021,12.5,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,91,09/22/2021,09/28/2021,12.6,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,92,09/29/2021,10/05/2021,13.5,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,93,10/06/2021,10/12/2021,12.6,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,94,10/13/2021,10/19/2021,13.5,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,95,10/20/2021,10/26/2021,15.9,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,96,10/27/2021,11/02/2021,14.7,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,97,11/03/2021,11/09/2021,14.1,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,98,11/10/2021,11/16/2021,14.2,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,99,11/17/2021,11/23/2021,13.6,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,100,11/24/2021,11/30/2021,13.4,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,101,12/01/2021,12/07/2021,15.6,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,102,12/08/2021,12/14/2021,12.1,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,103,12/15/2021,12/21/2021,13.3,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,104,12/22/2021,12/28/2021,13.5,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,105,12/29/2021,01/04/2022,12.8,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,106,01/05/2022,01/11/2022,10.8,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,107,01/12/2022,01/18/2022,10.8,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,108,01/19/2022,01/25/2022,11.9,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,109,01/26/2022,02/01/2022,11.1,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,110,02/02/2022,02/08/2022,10.8,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,111,02/09/2022,02/15/2022,10.6,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,112,02/16/2022,02/22/2022,8.4,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,113,02/23/2022,03/01/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,114,03/02/2022,03/08/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,115,03/09/2022,03/15/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,116,03/16/2022,03/22/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,117,03/23/2022,03/29/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,118,03/30/2022,04/05/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,119,04/06/2022,04/12/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,120,04/13/2022,04/19/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,121,04/20/2022,04/26/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,122,04/27/2022,05/03/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,123,05/04/2022,05/10/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,124,05/11/2022,05/17/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,125,05/18/2022,05/24/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,126,05/25/2022,05/31/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,127,06/01/2022,06/07/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,128,06/08/2022,06/14/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,129,06/15/2022,06/21/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,130,06/22/2022,06/28/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,131,06/29/2022,07/05/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,132,07/06/2022,07/12/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,133,07/13/2022,07/19/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,134,07/20/2022,07/26/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,135,07/27/2022,08/02/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,136,08/03/2022,08/09/2022,7.9,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,137,08/10/2022,08/16/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,138,08/17/2022,08/23/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,139,08/24/2022,08/30/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,140,08/31/2022,09/06/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,141,09/07/2022,09/13/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,142,09/14/2022,09/20/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,143,09/21/2022,09/27/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,144,09/28/2022,10/04/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,145,10/05/2022,10/11/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,146,10/12/2022,10/18/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,147,10/19/2022,10/25/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,148,10/26/2022,11/01/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,149,11/02/2022,11/08/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,150,11/09/2022,11/15/2022,,Average length of stay (days)
5,IP,Confirmed COVID-19,Discharge Status,Discharged Dead,151,11/16/2022,11/22/2022,,Average length of stay (days)
